ID,F,S11,Lfeed,Lp,Lslot,Lslot_plus,Rc,Wfeed,Wp,Wslot,Wslot_plus,t,xsub,ysub
0,3.839464883,-3.538688113,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.849498328,-3.495429922,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.859531773,-3.453084172,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.869565217,-3.41173494,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.879598662,-3.371350652,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.889632107,-3.332003557,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.899665552,-3.293695116,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.909698997,-3.25645007,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.919732441,-3.220313455,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.929765886,-3.185257665,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.939799331,-3.151371417,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.949832776,-3.118598184,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.959866221,-3.086999554,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.969899666,-3.056558572,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.97993311,-3.027281659,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,3.989966555,-2.999194999,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
0,4,-2.972247326,10,30,6,6.65,6,3,32,2,1.7,8.6,43,52
